Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
11/30/2022,686,0,52,111,117,121,80,91,79,62,25,0,401,281,4,192,27,207,156,25,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,1,10,8,10,9,0,31,21,0,11,4,24,11,2,0
09/21/2022,371,2,27,70,70,74,44,44,31,23,15,0,217,154,0,118,24,88,92,11,38,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,0,0,2,3,3,3,5,4,4,3,0,11,16,0,8,2,11,5,0,1
07/17/2022,526,0,40,84,93,106,84,70,51,26,12,0,295,228,3,115,29,145,137,27,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,6,6,6,8,4,0,20,20,0,6,0,22,11,1,0
09/05/2020,203,3,21,23,61,40,34,21,17,6,1,0,94,109,0,91,5,31,56,4,16,0,0,0,0,1,0,1,1,0,1,2,0,2,0,1,0,0,0,0,1,2,3,5,5,2,3,0,13,8,0,7,0,7,7,0,0
02/04/2023,167,2,20,25,21,31,21,22,18,20,9,0,90,77,0,52,6,48,40,8,13,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,1,3,3,2,2,1,2,6,0,10,10,0,3,1,9,5,1,1
10/02/2021,237,4,20,52,39,48,31,37,19,8,3,0,122,115,0,31,10,75,73,25,23,0,0,0,0,0,1,1,2,0,2,2,0,0,0,3,1,0,0,0,4,1,1,6,5,3,0,0,11,9,0,2,0,13,5,0,0
05/03/2021,548,6,54,87,112,124,74,84,42,20,5,0,311,237,0,141,19,229,89,11,59,0,0,0,0,0,2,1,3,0,2,4,0,1,0,2,3,0,0,1,2,5,9,14,10,9,4,0,24,30,0,11,0,33,6,2,2
07/16/2021,155,1,9,23,42,48,14,18,6,3,1,0,79,75,1,24,8,42,55,3,23,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,1,2,1,1,0,6,3,0,2,0,7,0,0,0
08/03/2021,443,1,13,58,140,103,53,38,34,11,6,0,228,213,2,88,17,104,158,16,60,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,2,3,1,2,2,0,3,10,0,1,0,3,9,0,0
05/08/2021,271,8,32,47,74,58,38,28,14,5,7,0,166,105,0,70,7,126,39,3,26,0,1,0,1,1,1,1,3,0,4,4,0,1,0,7,0,0,0,2,4,4,4,3,8,2,5,0,21,11,0,6,2,20,4,0,0
06/21/2022,942,0,49,90,204,212,136,122,79,62,37,0,549,388,5,195,87,238,250,32,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,2,8,10,7,11,0,25,24,0,7,2,28,10,1,1
02/10/2022,425,6,20,100,100,82,42,32,40,21,8,0,232,193,0,92,30,75,139,30,59,0,0,0,1,0,1,1,3,0,1,5,0,1,0,3,2,0,0,1,2,0,2,3,4,4,4,0,11,9,0,5,0,10,5,0,0
04/28/2022,813,1,20,156,180,164,126,69,66,39,13,0,463,342,8,149,79,117,297,44,127,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,3,1,0,2,4,3,6,0,13,7,0,3,0,8,8,1,0
06/01/2022,1353,3,27,322,259,268,167,150,105,50,32,0,769,573,11,315,104,302,378,80,174,0,0,0,0,0,0,1,2,0,0,3,0,0,1,0,1,1,0,2,3,3,2,3,2,3,9,0,15,12,0,6,1,6,12,1,1
09/16/2020,365,4,32,47,120,78,48,34,25,10,3,0,203,162,0,178,6,58,98,2,23,0,0,0,0,0,2,1,1,0,3,1,0,1,0,1,2,0,0,1,3,2,3,0,13,6,4,0,23,9,0,11,0,10,9,0,2
04/26/2022,927,0,14,222,229,198,116,76,55,24,7,0,532,386,9,159,69,158,345,68,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,2,1,3,0,9,5,0,2,1,5,5,1,0
02/02/2022,367,17,20,70,73,73,58,44,26,14,9,0,192,174,1,86,32,45,126,25,53,0,0,1,1,3,4,5,3,0,9,8,0,2,1,7,6,1,0,1,1,1,3,3,4,1,6,0,9,11,0,7,0,3,10,0,0
09/08/2021,658,7,41,136,180,135,68,62,43,22,12,0,356,302,0,149,29,182,188,32,78,0,0,0,0,3,0,2,2,0,6,1,0,1,0,5,1,0,0,1,3,8,2,9,6,4,8,0,17,24,0,8,2,21,8,1,1
05/28/2021,139,4,12,31,33,18,22,17,8,6,4,0,89,50,0,39,4,61,20,4,11,0,0,0,0,0,2,1,1,0,3,1,0,0,0,4,0,0,0,1,0,0,2,5,1,2,1,0,4,8,0,1,0,8,2,1,0
12/27/2020,612,24,89,49,139,114,84,94,69,37,26,0,328,280,4,160,29,110,216,35,62,0,0,0,1,3,6,4,10,0,11,13,0,4,1,10,9,0,0,0,3,3,6,24,17,17,19,0,41,48,0,20,2,42,21,1,3
06/01/2020,233,20,63,21,50,35,32,35,17,17,26,0,137,95,1,97,8,57,46,8,17,0,0,0,1,2,4,4,9,0,11,9,0,6,1,9,4,0,0,2,3,11,7,9,7,11,13,0,28,35,0,20,1,29,12,0,1
07/21/2020,289,1,31,24,82,57,55,31,23,8,9,0,143,145,1,98,3,92,59,17,20,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,5,6,2,4,5,5,0,14,17,0,7,1,14,6,0,3
08/16/2020,120,3,18,10,40,28,9,15,10,6,1,1,56,63,1,29,6,20,49,8,8,0,0,1,0,1,0,1,0,0,2,1,0,0,0,1,2,0,0,0,6,0,1,2,5,1,3,0,12,6,0,9,1,6,2,0,0
06/06/2022,1140,0,30,259,200,228,141,138,97,52,25,0,656,480,4,268,95,242,300,62,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,0,7,8,6,0,23,7,0,3,2,12,11,1,1
07/19/2021,203,1,11,34,65,51,24,21,4,3,1,0,97,105,1,43,4,45,71,8,32,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,3,0,2,1,0,2,0,9,2,0,1,0,3,6,0,1
01/23/2021,588,9,50,71,120,135,86,80,53,30,13,0,304,284,0,214,30,110,150,28,56,0,0,0,0,1,2,2,4,0,2,7,0,2,1,4,2,0,0,0,3,6,0,3,10,18,10,0,30,20,0,16,3,21,6,3,1
10/31/2020,1066,10,82,136,272,222,169,130,86,39,12,0,544,522,0,386,39,163,294,51,133,0,0,1,0,2,1,5,1,0,2,8,0,4,1,2,3,0,0,2,6,4,14,13,23,14,6,0,39,43,0,25,3,32,18,2,2
10/08/2022,184,3,15,21,27,35,24,28,21,14,14,0,104,80,0,40,9,61,51,4,19,0,0,0,0,2,0,0,1,0,1,2,0,1,0,1,1,0,0,0,1,3,0,0,3,2,6,0,11,4,0,2,0,5,6,0,2
03/11/2023,141,0,,19,19,21,21,27,20,8,6,0,76,64,1,31,6,52,31,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
04/22/2022,688,0,13,151,128,148,98,65,48,34,16,0,397,288,3,144,67,96,239,45,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,1,3,2,0,10,3,0,3,1,5,3,1,0
04/14/2021,772,9,39,143,215,175,115,61,37,11,15,0,413,358,1,196,25,252,197,16,86,0,0,1,0,1,1,2,4,0,3,6,0,3,0,4,1,0,1,2,3,7,6,3,7,3,8,0,23,16,0,11,1,23,3,1,0
04/03/2020,465,24,160,2,71,63,77,94,79,49,30,0,254,211,0,119,29,197,85,15,20,0,0,1,2,2,4,6,9,0,11,13,0,3,0,19,2,0,0,2,7,9,23,25,39,33,22,0,75,85,0,37,4,93,19,4,3
09/11/2020,342,5,18,51,93,83,40,37,21,14,3,0,171,170,1,156,7,45,89,13,32,0,0,1,0,2,0,1,1,0,0,5,0,4,0,1,0,0,0,0,2,2,1,5,5,1,2,0,8,10,0,11,1,3,3,0,0
11/27/2020,1255,23,130,131,257,221,206,179,138,76,47,0,658,594,3,416,45,272,314,56,152,0,0,0,0,3,4,7,9,0,9,14,0,7,2,11,3,0,0,3,4,7,17,20,30,30,19,0,60,70,0,40,4,55,28,2,1
05/31/2022,1651,1,44,378,297,329,219,184,140,66,38,0,954,686,11,353,122,338,505,93,240,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,2,4,2,7,8,5,14,0,24,20,0,5,2,19,16,2,0
01/04/2022,9573,32,296,2570,1883,1694,1164,1063,686,318,186,9,5284,4265,24,2357,430,2160,2104,617,1905,0,0,0,3,3,5,9,12,0,19,13,0,7,0,17,8,0,0,14,33,27,24,48,48,47,55,0,172,124,0,68,3,147,60,11,7
02/12/2022,227,6,25,41,39,38,26,28,25,20,10,0,112,112,3,50,13,37,69,11,47,0,0,0,1,1,0,3,1,0,4,2,0,3,0,3,0,0,0,2,3,2,4,0,6,5,3,0,8,17,0,7,1,11,4,1,1
12/02/2022,620,3,52,97,98,97,79,76,83,55,35,0,372,247,1,162,37,193,104,37,87,0,0,0,0,0,0,1,2,0,2,1,0,1,1,1,0,0,0,0,7,3,4,2,19,11,6,0,27,25,0,10,1,28,10,2,1
01/14/2021,1053,15,55,135,221,232,175,127,93,46,24,0,547,506,0,411,58,181,249,45,109,0,0,0,1,2,3,2,7,0,3,12,0,5,4,3,3,0,0,0,2,4,6,4,9,21,9,0,30,25,0,12,2,22,15,4,0
05/17/2020,326,41,97,17,53,58,37,65,44,22,30,0,159,167,0,155,7,89,33,14,28,0,0,1,1,3,14,9,13,0,16,25,0,18,2,13,7,1,0,0,3,5,11,22,26,17,13,0,45,52,0,40,3,29,17,3,5
02/06/2022,292,23,34,77,58,49,43,30,15,12,8,0,146,146,0,47,21,36,82,24,82,0,1,2,1,2,6,5,6,0,7,16,0,8,0,8,6,1,0,1,2,4,5,3,4,5,10,0,18,16,0,5,5,12,9,3,0
12/31/2021,5190,23,206,1003,1113,951,790,601,398,214,120,0,2863,2307,20,1308,222,1239,1092,336,993,0,0,0,1,3,5,8,6,0,7,16,0,2,1,13,7,0,0,11,21,19,18,33,32,40,31,1,108,98,0,38,6,114,40,7,1
01/25/2023,377,1,25,126,58,51,44,30,35,21,11,1,210,167,0,134,22,105,80,14,22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,3,2,1,8,4,4,0,10,15,0,3,2,9,10,1,0
12/17/2022,389,1,39,56,44,60,59,52,60,31,27,0,216,172,1,90,23,125,97,14,40,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,2,3,3,8,11,10,0,20,19,0,6,2,16,14,1,0
09/02/2021,497,6,34,85,139,121,65,44,23,13,7,0,247,250,0,101,21,124,134,28,89,0,0,0,2,1,0,2,1,0,5,1,0,1,0,4,1,0,0,0,3,3,5,6,6,5,6,0,15,19,0,8,1,13,9,2,1
03/25/2020,367,5,122,2,51,71,72,82,33,36,20,0,169,198,0,52,13,190,90,17,5,0,0,1,0,1,1,0,2,0,3,2,0,1,0,3,1,0,0,0,6,16,17,24,15,28,16,0,54,68,0,13,2,90,14,3,0
12/29/2020,1713,21,64,218,390,355,259,222,150,72,47,0,925,787,1,717,59,312,393,72,160,0,0,0,1,2,5,7,6,0,8,13,0,6,0,9,6,0,0,3,2,5,8,8,18,9,11,0,37,27,0,20,3,21,16,2,2
08/02/2020,95,3,21,11,21,29,10,6,11,6,1,0,45,49,1,33,3,28,23,4,4,0,0,0,2,0,0,1,0,0,0,3,0,1,0,1,1,0,0,0,3,9,2,3,1,2,1,0,11,10,0,8,0,9,3,1,0
03/06/2020,3,0,2,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0
07/12/2020,97,4,15,7,33,15,19,11,3,7,2,0,52,45,0,31,4,27,22,2,11,0,0,0,0,0,2,0,2,0,2,2,0,0,0,1,3,0,0,1,3,0,1,2,2,5,1,0,6,9,0,3,3,8,1,0,0
05/16/2022,1468,0,29,392,273,303,198,142,89,46,25,0,836,626,6,308,151,248,458,84,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,2,2,7,9,0,16,13,0,6,0,10,11,2,0
02/23/2021,311,12,11,31,88,63,37,48,25,12,7,0,153,158,0,95,15,72,89,10,30,0,0,0,1,2,2,4,3,0,5,7,0,3,0,5,4,0,0,0,2,1,1,4,1,1,1,0,8,3,0,2,0,5,3,1,0
06/15/2021,52,3,2,10,8,10,11,8,2,2,1,0,34,18,0,21,0,16,10,1,4,0,0,1,1,0,0,1,0,0,2,1,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0
10/20/2022,442,2,35,83,71,73,44,49,55,42,25,0,257,183,2,100,24,153,91,17,57,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,3,3,2,3,5,5,7,7,0,19,16,0,10,4,12,8,1,0
06/25/2021,34,3,3,7,6,6,9,2,4,0,0,0,16,18,0,10,2,7,7,0,8,0,0,1,0,0,1,1,0,0,2,1,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,1,0,1,1,0,0
03/07/2020,3,0,3,0,0,0,0,1,0,2,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,1,1,1,0
04/28/2020,1321,56,175,68,247,231,252,247,155,69,52,0,634,687,0,694,15,280,132,60,140,0,0,0,3,5,9,10,29,0,23,33,0,13,5,26,12,0,0,2,10,18,22,40,28,29,26,0,73,102,0,71,6,62,29,7,0
08/16/2021,587,3,20,61,148,149,104,60,46,13,6,0,282,303,2,129,33,139,192,12,82,1,0,0,0,0,2,0,0,0,0,3,0,1,0,2,0,0,0,1,2,3,3,3,5,1,2,0,14,6,0,5,1,11,3,0,0
03/04/2022,119,2,13,30,20,26,14,11,8,6,4,0,70,48,1,22,3,13,56,7,18,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,2,1,2,2,3,1,1,1,0,7,6,0,3,0,3,6,1,0
05/07/2020,939,49,140,58,178,195,172,147,116,40,33,0,485,449,5,517,19,151,108,30,114,0,0,2,2,8,14,10,13,0,20,29,0,16,3,19,9,1,1,2,5,18,20,20,34,23,18,0,55,85,0,67,3,41,21,6,2
03/10/2023,236,0,19,41,44,33,30,34,26,12,16,0,136,99,1,67,12,74,47,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,3,3,4,0,8,11,0,4,1,8,5,1,0
03/14/2020,31,0,9,0,9,2,7,6,3,3,1,0,18,13,0,2,2,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,2,0,7,2,0,2,0,4,3,0,0
12/19/2021,2584,12,90,399,796,662,344,214,104,42,23,0,1435,1138,11,290,96,713,892,210,383,0,0,0,0,3,4,4,1,0,8,4,0,3,0,4,5,0,0,1,14,8,19,16,11,11,10,0,42,48,0,17,4,42,25,1,1
04/21/2021,655,8,59,110,161,134,105,62,44,19,20,0,346,309,0,166,32,238,149,15,55,0,1,0,1,1,2,2,1,0,3,5,0,2,0,3,2,1,0,1,6,6,7,10,14,6,9,0,41,18,0,11,2,39,7,0,0
10/18/2021,353,1,19,95,64,60,57,41,23,7,6,0,184,168,1,75,16,79,109,20,54,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5,2,7,3,1,0,12,7,0,4,0,9,4,1,1
04/25/2022,938,0,20,212,194,204,111,99,64,31,23,0,518,411,9,157,80,137,347,65,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,2,3,3,5,0,12,8,0,7,0,4,9,0,0
11/29/2021,1463,7,68,370,282,292,199,179,97,32,12,0,735,724,4,289,47,285,473,137,232,0,1,0,1,0,1,1,3,0,5,2,0,2,1,3,1,0,0,1,5,5,10,14,10,15,8,0,33,35,0,13,1,34,15,4,1
10/09/2021,239,4,21,51,52,54,31,26,16,7,2,0,113,125,1,47,11,60,83,16,22,0,0,0,0,0,1,2,1,0,3,1,0,0,0,4,0,0,0,0,0,5,4,4,6,1,1,0,11,10,0,4,0,10,6,0,1
01/07/2021,1381,17,77,166,367,277,187,157,147,50,30,0,677,695,9,499,63,218,420,39,142,0,0,1,0,4,3,6,3,0,6,11,0,7,1,7,2,0,0,0,4,8,7,14,16,13,15,0,38,39,0,25,3,26,19,3,1
10/07/2022,313,2,19,58,55,42,39,42,35,24,18,0,185,127,1,72,16,119,53,9,44,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1,0,2,3,5,8,0,9,10,0,5,1,6,4,1,2
09/07/2020,72,1,17,4,19,17,5,10,11,3,3,0,39,33,0,23,0,22,19,3,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,6,1,1,5,1,1,0,11,6,0,8,0,5,3,0,1
09/26/2022,406,2,16,78,60,68,54,52,37,40,17,0,227,179,0,97,24,94,122,19,50,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,0,1,2,3,5,4,0,9,7,0,1,0,7,7,1,0
10/15/2022,208,2,22,15,31,32,27,35,35,19,14,0,119,89,0,37,13,57,62,11,28,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,2,0,2,2,2,3,7,4,0,10,12,0,1,0,10,9,1,1
10/01/2022,204,2,27,25,27,47,24,20,26,16,19,0,110,92,2,49,12,56,59,5,23,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,1,0,0,1,1,4,1,2,3,4,11,0,12,15,0,5,0,8,12,1,1
02/21/2023,444,3,29,110,58,52,51,59,43,33,38,0,248,195,1,109,20,166,89,20,40,0,0,0,0,0,1,0,2,0,0,3,0,1,0,1,1,0,0,0,1,0,2,5,9,3,9,0,13,16,0,2,2,14,10,1,0
04/07/2021,840,3,43,136,249,187,112,80,45,15,16,0,441,399,0,209,42,219,256,17,97,0,0,0,0,1,0,1,1,0,2,1,0,2,0,0,1,0,0,0,1,2,5,11,9,6,9,0,21,22,0,10,2,25,4,2,0
07/18/2020,132,4,14,13,37,25,21,19,9,5,3,0,61,71,0,44,1,46,22,5,14,0,0,0,0,1,1,1,1,0,2,2,0,2,0,0,2,0,0,0,1,0,1,2,2,6,2,0,8,6,0,1,0,10,2,1,0
11/04/2020,2512,8,96,302,707,563,365,289,173,84,29,0,1290,1213,9,1020,78,397,674,89,254,0,0,0,0,0,1,2,5,0,5,3,0,5,0,1,2,0,0,4,5,3,9,25,15,24,11,0,48,48,0,33,1,36,22,3,1
10/09/2022,167,0,16,18,25,25,24,28,17,15,15,0,91,76,0,34,12,47,44,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,6,4,0,10,6,0,1,1,8,5,1,0
08/27/2020,383,2,24,40,132,75,59,32,24,13,8,0,209,173,1,192,6,67,84,15,19,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,4,3,4,2,4,5,2,0,18,6,0,11,0,6,5,2,0
01/02/2023,387,2,47,34,65,70,40,51,52,43,32,0,216,170,1,82,23,98,133,19,32,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,0,0,3,3,2,1,9,5,8,16,0,20,27,0,8,3,18,16,2,0
10/23/2021,221,2,16,37,40,57,24,27,21,7,8,0,110,111,0,42,7,59,82,15,16,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,3,4,3,3,1,0,8,8,0,4,0,5,5,1,1
09/09/2021,514,4,32,115,140,104,53,46,33,14,9,0,274,240,0,87,16,146,160,25,80,0,0,0,0,0,1,3,0,0,1,3,0,1,0,0,2,0,1,2,4,6,5,2,5,4,4,0,12,20,0,5,0,17,8,2,0
11/13/2021,386,7,28,72,74,88,52,43,30,17,10,0,196,190,0,58,6,84,130,33,75,0,0,0,0,2,2,1,2,0,5,2,0,2,0,3,2,0,0,0,2,5,0,5,5,3,8,0,15,13,0,9,0,8,9,1,1
01/24/2022,1517,20,78,414,300,249,172,153,119,69,41,0,786,726,5,392,95,212,434,79,305,0,0,0,0,3,5,4,8,0,5,15,0,4,0,10,5,0,1,4,7,10,7,15,18,8,9,0,38,40,0,19,4,30,21,1,3
07/31/2021,268,5,22,34,73,62,39,22,19,11,8,0,142,125,1,62,11,76,79,11,29,0,1,1,0,1,0,1,1,0,2,3,0,1,0,4,0,0,0,1,2,4,5,2,4,2,2,0,12,10,0,4,0,13,4,0,1
04/12/2021,864,5,50,138,204,186,144,94,60,29,9,0,425,439,0,235,19,314,198,19,79,0,0,0,0,3,1,0,1,0,0,5,0,2,0,2,1,0,0,1,4,3,4,11,7,16,4,0,25,25,0,14,1,26,7,2,0
06/13/2021,28,5,4,5,3,10,4,3,2,1,0,0,18,10,0,5,0,17,3,0,3,0,0,2,0,2,1,0,0,0,0,5,0,3,0,1,1,0,0,0,2,1,0,0,1,0,0,0,4,0,0,2,0,1,1,0,0
01/08/2022,3321,29,184,610,650,631,542,378,292,145,71,2,1781,1536,4,858,207,513,785,253,705,0,0,0,2,1,9,6,11,0,16,13,0,4,0,18,7,0,0,4,11,15,15,30,48,24,37,0,101,83,0,39,7,89,40,6,3
09/07/2022,689,2,32,162,109,92,104,105,55,37,24,1,393,296,0,175,40,211,153,24,86,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,3,4,2,6,4,7,5,0,12,20,0,7,0,17,8,0,0
05/10/2020,306,38,98,17,59,52,64,42,41,14,17,0,137,169,0,138,8,68,43,14,35,0,0,1,3,2,11,8,13,0,14,24,0,16,1,14,6,1,0,2,7,7,18,10,29,14,11,0,37,61,0,41,4,34,11,6,2
11/03/2020,2140,13,106,262,554,448,350,265,153,65,43,0,1089,1048,3,878,74,291,579,90,228,0,0,0,0,2,5,4,2,0,2,11,0,4,0,4,5,0,0,3,10,12,11,16,23,12,19,0,52,54,0,43,5,36,18,1,3
04/13/2021,677,4,44,81,200,140,112,89,30,13,12,0,370,306,1,170,26,227,167,17,70,0,0,0,0,1,0,1,2,0,0,4,0,0,0,3,1,0,0,0,3,8,4,14,6,4,5,0,21,23,0,5,3,29,6,1,0
06/03/2022,1096,1,34,241,198,217,146,122,90,59,23,0,622,472,2,254,108,254,277,50,153,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,1,6,4,2,6,6,6,0,17,17,0,7,2,13,9,1,2
10/21/2020,1180,6,56,116,380,246,176,130,84,32,16,0,612,568,0,447,30,182,357,59,105,0,0,0,0,0,0,0,6,0,4,2,0,2,0,1,2,1,0,2,3,9,6,8,16,7,5,0,27,29,0,18,0,25,11,2,0
03/12/2020,21,0,7,0,6,5,2,4,3,1,0,0,6,15,0,2,0,2,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,3,4,0,0,1,4,2,0,0
05/13/2022,1263,2,35,292,220,231,182,145,111,58,24,0,713,546,4,244,107,236,446,57,173,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,3,2,2,4,7,7,10,0,19,16,0,6,2,12,14,1,0
03/03/2020,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,3,0,0,0
07/15/2022,856,3,44,106,161,185,127,121,86,45,25,0,483,364,9,193,57,207,206,49,144,0,0,0,0,0,0,0,3,0,2,1,0,0,2,0,1,0,0,1,8,4,7,1,9,7,7,0,21,23,0,8,2,16,17,1,0
05/21/2022,635,1,29,89,119,139,95,81,60,31,21,0,340,293,2,133,67,119,215,25,76,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,2,2,3,1,8,6,5,0,10,19,0,8,0,10,11,0,0
10/14/2020,850,3,26,75,246,215,135,89,63,19,8,0,458,389,3,360,24,136,222,29,79,0,0,0,0,0,0,1,2,0,2,1,0,1,0,0,2,0,0,1,3,0,4,4,4,6,4,0,11,15,0,5,0,12,7,0,2
10/14/2022,345,3,25,57,57,59,42,50,35,25,20,0,202,143,0,78,19,97,92,16,43,0,0,0,0,0,2,0,1,0,3,0,0,0,0,2,1,0,0,1,3,2,3,2,3,9,2,0,18,7,0,8,0,9,8,0,0
09/21/2020,420,2,24,51,123,85,56,46,34,18,7,0,215,203,2,222,7,46,102,14,29,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,3,4,3,4,5,3,2,0,15,9,0,13,0,8,2,1,0
09/21/2021,468,6,27,119,98,82,65,48,30,18,8,0,247,220,1,91,15,144,141,26,51,0,0,0,1,1,1,1,2,0,0,6,0,0,0,4,2,0,0,0,1,4,6,3,7,3,3,0,14,13,0,7,0,16,4,0,0
08/17/2020,489,3,26,68,141,83,72,63,29,23,10,0,235,250,4,270,9,78,100,10,22,0,0,0,0,1,0,1,1,0,1,2,0,0,0,2,1,0,0,0,1,2,6,7,4,5,1,0,12,14,0,9,0,13,4,0,0
03/31/2020,489,16,160,5,57,104,97,91,69,39,27,0,261,228,0,113,20,228,85,14,29,0,0,0,4,1,0,5,6,0,6,10,0,2,0,14,0,0,0,2,7,16,25,33,30,26,21,0,71,89,0,30,3,104,18,4,1
05/09/2020,520,53,100,33,104,100,98,90,54,28,13,0,263,255,2,282,15,100,45,12,66,0,1,0,4,6,6,11,25,0,24,29,0,26,3,15,8,1,0,1,8,11,12,19,17,20,12,0,51,49,0,46,1,31,14,5,3
11/23/2022,509,0,30,62,80,101,56,60,73,50,27,0,263,245,1,113,30,140,134,24,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,2,6,7,6,0,12,18,0,7,2,16,3,1,1
12/17/2021,3649,9,81,609,1126,878,458,306,161,72,39,0,1993,1643,13,464,129,1156,1003,265,632,0,0,2,0,4,1,2,0,0,5,4,0,1,0,6,2,0,0,7,7,6,5,9,19,18,10,0,42,39,0,17,1,43,18,1,1
